year,month,state,rto,vehicle_class,fuel,value,unit,note
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,MOPED,PETROL,45,value in Absolute Number,
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,DIESEL,10,value in Absolute Number,
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CAR,PETROL,80,value in Absolute Number,
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,1,value in Absolute Number,
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1,value in Absolute Number,
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,1,value in Absolute Number,
2022,January,Andaman and Nicobar Islands,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,18,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,ADAPTED VEHICLE,NOT APPLICABLE,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,6,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1331,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,AMBULANCE,DIESEL,10,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,AMBULANCE,PETROL,9,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,AMBULANCE,PETROL/LPG,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,34,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,BUS,DIESEL,18,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,CASH VAN,DIESEL,23,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,17,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),4,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),2,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,15,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,10,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,FIRE TENDERS,DIESEL,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,FORK LIFT,DIESEL,2,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,79,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,DIESEL,2386,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),13,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL,510,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,HARVESTER,DIESEL,17,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1666,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,58018,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,10,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MAXI CAB,DIESEL,50,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MAXI CAB,NOT APPLICABLE,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MAXI CAB,PETROL/CNG,2,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,DIESEL,64,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,21,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,679,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAB,PETROL/CNG,41,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,1586,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),30,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,638,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,5174,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,195,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,2,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,OMNI BUS,DIESEL,60,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,6,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,ROAD ROLLER,DIESEL,2,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,233,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,792,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),39,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),NOT APPLICABLE,3,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,73,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1381,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,2,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,88,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,TRAILER (COMMERCIAL),PETROL,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,DIESEL,1,value in Absolute Number,
2022,January,Andhra Pradesh,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,82,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,AMBULANCE,DIESEL,2,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,BUS,DIESEL,10,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,3,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,10,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,DUMPER,DIESEL,35,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,1,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,GOODS CARRIER,DIESEL,75,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL,2,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,948,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,MAXI CAB,DIESEL,1,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,MOPED,PETROL,1,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,MOTOR CAB,DIESEL,5,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,217,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,537,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,7,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),PETROL/LPG,1,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,3,value in Absolute Number,
2022,January,Arunachal Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,19,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,AMBULANCE,DIESEL,8,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,AMBULANCE,PETROL,9,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,5,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,BUS,DIESEL,32,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,7,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,CASH VAN,DIESEL,34,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,33,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,8,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,DUMPER,DIESEL,232,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),7,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),2080,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,E-RICKSHAW(P),NOT APPLICABLE,2,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,2,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,EXCAVATOR (NT),DIESEL,49,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,GOODS CARRIER,CNG ONLY,1,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,GOODS CARRIER,DIESEL,1234,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,GOODS CARRIER,PETROL,406,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),91,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,25726,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,5,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MAXI CAB,DIESEL,7,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOPED,PETROL,273,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAB,DIESEL,46,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAB,PETROL,50,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,3,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAR,DIESEL,513,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAR,PETROL,4770,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAR,PETROL/CNG,3,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,165,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,ROAD ROLLER,DIESEL,1,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,93,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),2,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,33,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,80,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),21,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,432,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,366,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,17,value in Absolute Number,
2022,January,Assam,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,8,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,ADAPTED VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1717,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,AMBULANCE,DIESEL,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,AMBULANCE,PETROL,22,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,5,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,BUS,CNG ONLY,4,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,BUS,DIESEL,53,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,137,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),54,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,E-RICKSHAW(P),DIESEL,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),2518,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,GOODS CARRIER,CNG ONLY,23,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,GOODS CARRIER,DIESEL,1309,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,GOODS CARRIER,PETROL,58,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,HARVESTER,DIESEL,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),399,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,49706,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,161,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MAXI CAB,DIESEL,8,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOPED,ELECTRIC(BOV),10,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOPED,PETROL,1003,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAB,DIESEL,44,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAB,PETROL,56,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/CNG,42,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL,1097,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),10,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAR,PETROL,3883,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/CNG,143,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,263,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,101,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,OMNI BUS,DIESEL,2,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,32,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,328,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),6,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,1023,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,310,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),32,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,15,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,15,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,142,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,1,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1786,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,61,value in Absolute Number,
2022,January,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,580,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,AMBULANCE,PETROL,2,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),16,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),25,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,20,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,GOODS CARRIER,DIESEL,30,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL,2,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,3,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),19,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1271,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MAXI CAB,DIESEL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAB,DIESEL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAB,PETROL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAB,PETROL/CNG,6,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAR,DIESEL,429,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),7,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL,956,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,59,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,59,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,9,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,8,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Chandigarh,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),4,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,7,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2119,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,1,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,AMBULANCE,DIESEL,8,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,AMBULANCE,PETROL,19,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,25,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,BUS,DIESEL,5,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,CASH VAN,DIESEL,37,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,45,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,19,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,DUMPER,DIESEL,3,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),18,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),208,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,2,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,98,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,DIESEL,1491,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,PETROL,126,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,HARVESTER,DIESEL,55,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),433,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,30853,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MAXI CAB,DIESEL,24,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MAXI CAB,PETROL,2,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MAXI CAB,PETROL/HYBRID,2,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOPED,ELECTRIC(BOV),162,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOPED,PETROL,540,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAB,DIESEL,39,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL,38,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,5,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,DIESEL,818,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),11,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL,3404,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,2,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,348,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,25,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,3,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,70,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),3,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,8,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,27,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),40,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,7,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PERSONAL),ELECTRIC(BOV),10,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,114,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,1,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,618,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,19,value in Absolute Number,
2022,January,Chhattisgarh,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,18,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,BUS,DIESEL,4,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,2,value in Absolute Number,
