year,month,state,rto,vehicle_class,fuel,value,unit,note
2025,April,Bihar,All Vahan Running Office,MAXI CAB,PETROL/ETHANOL,13,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOPED,ELECTRIC(BOV),22,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOPED,PETROL,944,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOPED,PETROL/ETHANOL,18,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOPED,PURE EV,474,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,DIESEL,51,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL,28,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/CNG,191,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/ETHANOL,3,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,2,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAB,STRONG HYBRID EV,1,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL,1431,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,2,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),29,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL,2369,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1338,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,1033,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,459,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,PURE EV,50,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,37,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),6,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,20,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL/ETHANOL,8,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PURE EV,94,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,OMNI BUS,CNG ONLY,10,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,OMNI BUS,DIESEL,54,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,ROAD ROLLER,DIESEL,4,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,265,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,106,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),91,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,1030,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,8,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),722,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,238,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,612,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,985,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,TRACTOR (COMMERCIAL),NOT APPLICABLE,1,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,5,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,383,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,14,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/ETHANOL,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,ADAPTED VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,5,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,AMBULANCE,PETROL,3,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,ARMOURED/SPECIALISED VEHICLE,DIESEL,4,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,BUS,DIESEL,73,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),35,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),PURE EV,15,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),59,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,E-RICKSHAW(P),PURE EV,3,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,CNG ONLY,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,6,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,4,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,DIESEL,75,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL,2,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,GOODS CARRIER,PETROL/ETHANOL,2,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,CNG ONLY,4,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),13,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1489,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,196,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,116,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAB,PETROL,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAB,PETROL/CNG,4,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAB,PURE EV,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,DIESEL,370,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,11,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),9,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL,663,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,45,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,155,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,133,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,PURE EV,64,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,113,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,CNG ONLY,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL/ETHANOL,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,2,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,10,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),3,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER (GOODS),PURE EV,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),8,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,3,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/ETHANOL,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,ADAPTED VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2485,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,AMBULANCE,DIESEL,10,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,AMBULANCE,PETROL,10,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,145,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,BUS,DIESEL,96,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,79,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,28,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,DUMPER,DIESEL,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),149,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,E-RICKSHAW WITH CART (G),PURE EV,79,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),304,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,E-RICKSHAW(P),PURE EV,75,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,5,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,49,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,92,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,7,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,FIRE TENDERS,DIESEL,3,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,FORK LIFT,DIESEL,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,CNG ONLY,3,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,DIESEL,1772,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,PETROL,173,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,PETROL/ETHANOL,9,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,GOODS CARRIER,PURE EV,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,HARVESTER,DIESEL,62,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),171,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,ETHANOL,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,36886,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,2672,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,2006,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MAXI CAB,DIESEL,27,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MAXI CAB,PETROL,10,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOPED,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOPED,PETROL,370,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOPED,PETROL/ETHANOL,77,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOPED,PURE EV,5,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAB,DIESEL,28,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL,35,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL/CNG,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL/ETHANOL,3,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,5,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,DIESEL,724,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,4,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),49,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL,2123,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,25,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/ETHANOL,691,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,739,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,PURE EV,90,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,MOTOR CAR,STRONG HYBRID EV,59,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,214,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,OMNI BUS (PRIVATE USE),STRONG HYBRID EV,6,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,ROAD ROLLER,DIESEL,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,68,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),50,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (GOODS),PURE EV,13,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,9,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,41,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),177,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER (PASSENGER),PURE EV,107,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,123,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,1195,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,25,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,AMBULANCE,DIESEL,2,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,13,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,BUS,DIESEL,261,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,5,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),2,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,FORK LIFT,DIESEL,3,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,CNG ONLY,3,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,DIESEL,255,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,PETROL,5,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,2,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,CNG ONLY,1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),2,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1037,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/ETHANOL,20,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,PURE EV,8,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MAXI CAB,DIESEL,4,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MAXI CAB,STRONG HYBRID EV,6,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOBILE CLINIC,DIESEL,1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOPED,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOPED,PETROL,185,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOPED,PETROL/ETHANOL,7,value in Absolute Number,
